line_key,order_key,product_key,quantity,unit_price,discount_pct,rejection_reason
LINE-0001728,ORD-000709,PROD-000197,1,55.02,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001729,ORD-000709,PROD-000032,2,239.97,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001742,ORD-000713,PROD-000517,-5,104.59,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001745,ORD-000714,PROD-000211,1,-46.63,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001749,ORD-000717,PROD-000330,0,186.08,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001762,ORD-000723,PROD-000444,2,80.65,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001763,ORD-000723,PROD-000314,2,154.58,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001783,ORD-000730,PROD-000261,3,178.71,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001792,ORD-000735,PROD-000138,-5,428.93,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001800,ORD-000738,PROD-000142,1,0.0,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001802,ORD-000739,PROD-000372,1,113.32,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001803,ORD-000739,PROD-000550,3,116.36,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001804,ORD-000739,PROD-000409,2,17.15,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001805,ORD-000739,PROD-000199,2,111.07,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001812,ORD-000741,PROD-000232,1,156.11,2.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001822,ORD-000746,PROD-000470,4,59.9,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001823,ORD-000746,PROD-000433,1,39.75,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001832,ORD-000750,PROD-000060,1,1157.62,2.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001836,ORD-000752,PROD-000190,0,33.12,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001838,ORD-000752,PROD-000352,5,115.09,9.99,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001870,ORD-000767,PROD-000111,2,73.79,9.99,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001881,ORD-000770,PROD-000528,1,0.0,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001889,ORD-000773,PROD-000362,1,29.44,1.5,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001898,ORD-000777,PROD-000148,-1,244.31,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001899,ORD-000778,PROD-000474,2,32.71,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001900,ORD-000778,PROD-000191,1,177.17,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001901,ORD-000779,PROD-000304,1,178.65,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001902,ORD-000779,PROD-000157,1,108.58,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001903,ORD-000779,PROD-000150,3,248.39,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001904,ORD-000780,PROD-000336,-2,14.85,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001915,ORD-000783,PROD-000528,3,0.0,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001918,ORD-000784,PROD-000270,-2,67.77,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001922,ORD-000785,PROD-990381,1,156.35,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001935,ORD-000791,PROD-990778,2,67.42,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001942,ORD-000794,PROD-000028,1,87.66,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001954,ORD-000800,PROD-000313,5,144.33,9.99,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001959,ORD-000802,PROD-000044,2,781.51,1.5,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001971,ORD-000806,PROD-000018,-2,292.3,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001978,ORD-000809,PROD-000424,-2,60.47,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001982,ORD-000811,PROD-000427,4,-17.55,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0001999,ORD-000817,PROD-990777,1,25.55,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002019,ORD-000825,PROD-000259,1,211.52,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002020,ORD-000825,PROD-000078,3,1173.91,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002021,ORD-000825,PROD-000133,2,386.44,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002023,ORD-000827,PROD-990623,1,39.62,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002024,ORD-000827,PROD-000258,1,25.58,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002025,ORD-000827,PROD-000314,2,154.58,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002033,ORD-000830,PROD-000528,2,0.0,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002034,ORD-000830,PROD-000170,1,-69.28,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002038,ORD-000831,PROD-000142,1,0.0,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002051,ORD-000837,PROD-000112,4,330.17,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002052,ORD-000837,PROD-000397,1,113.12,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002053,ORD-000837,PROD-000307,1,206.66,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002054,ORD-000837,PROD-000029,2,157.64,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002067,ORD-000844,PROD-000494,2,0.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002076,ORD-000848,PROD-990969,1,99.79,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002094,ORD-000856,PROD-000148,1,244.31,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002095,ORD-000856,PROD-000132,1,274.51,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002096,ORD-000856,PROD-000122,1,388.89,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002097,ORD-000856,PROD-000339,4,71.56,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002103,ORD-000858,PROD-000309,-1,159.95,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002108,ORD-000860,PROD-000342,3,40.18,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002109,ORD-000860,PROD-000178,4,209.75,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002110,ORD-000860,PROD-000101,1,831.86,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002111,ORD-000860,PROD-000243,1,112.83,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002116,ORD-000863,PROD-000411,-5,88.89,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002137,ORD-000874,PROD-000456,1,72.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002138,ORD-000874,PROD-000550,2,116.36,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002139,ORD-000874,PROD-000310,1,61.95,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002156,ORD-000882,PROD-000190,1,33.12,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002157,ORD-000882,PROD-000128,3,321.05,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002158,ORD-000882,PROD-000463,5,163.07,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002188,ORD-000895,PROD-000143,2,402.73,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002208,ORD-000904,PROD-000094,5,1434.54,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002209,ORD-000904,PROD-000328,1,55.2,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002210,ORD-000904,PROD-000525,1,15.34,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002216,ORD-000907,PROD-000322,1,19.91,2.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002234,ORD-000914,PROD-000095,2,733.78,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002235,ORD-000914,PROD-000383,2,98.58,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002236,ORD-000914,PROD-000306,1,194.88,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002237,ORD-000914,PROD-000470,3,59.9,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002253,ORD-000919,PROD-990329,4,71.02,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002256,ORD-000920,PROD-000350,-5,87.31,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002262,ORD-000922,PROD-990411,1,198.69,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002278,ORD-000927,PROD-000511,2,124.59,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002279,ORD-000927,PROD-000129,1,325.16,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002280,ORD-000928,PROD-000022,1,990.09,9.99,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002281,ORD-000928,PROD-000443,1,35.06,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002336,ORD-000948,PROD-000485,1,101.1,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002337,ORD-000948,PROD-000496,1,46.38,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002338,ORD-000948,PROD-000328,1,55.2,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002340,ORD-000949,PROD-000142,2,0.0,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002348,ORD-000952,PROD-000407,2,55.51,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002350,ORD-000953,PROD-000125,5,97.73,1.5,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002352,ORD-000954,PROD-000425,-5,60.53,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002354,ORD-000955,PROD-000494,3,0.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002366,ORD-000961,PROD-000494,5,0.0,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002375,ORD-000963,PROD-000140,-2,24.4,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002386,ORD-000966,PROD-000062,1,824.71,1.5,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002390,ORD-000968,PROD-000093,1,935.51,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002391,ORD-000968,PROD-000115,1,465.34,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002392,ORD-000968,PROD-000034,3,0.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002393,ORD-000968,PROD-000511,1,124.59,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002417,ORD-000978,PROD-000423,1,42.83,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002441,ORD-000987,PROD-000430,-5,71.02,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002456,ORD-000994,PROD-000142,1,0.0,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002488,ORD-001007,PROD-000026,2,-18.13,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002491,ORD-001007,PROD-000348,1,-75.18,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002496,ORD-001010,PROD-990823,2,355.73,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002528,ORD-001021,PROD-000483,1,141.02,1.5,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002549,ORD-001032,PROD-000211,1,-46.63,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002551,ORD-001034,PROD-000034,3,0.0,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002583,ORD-001048,PROD-000521,2,35.54,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002584,ORD-001048,PROD-000033,4,761.65,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002585,ORD-001048,PROD-000016,1,139.07,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002586,ORD-001048,PROD-000177,1,355.73,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002599,ORD-001055,PROD-000405,1,14.81,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002600,ORD-001055,PROD-000076,2,1180.25,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002601,ORD-001056,PROD-000228,1,189.57,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002602,ORD-001057,PROD-000048,1,896.66,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002603,ORD-001057,PROD-000544,2,163.69,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002604,ORD-001057,PROD-000271,2,122.91,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002620,ORD-001064,PROD-000018,1,292.3,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002621,ORD-001064,PROD-000124,1,372.72,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002622,ORD-001064,PROD-000290,3,233.92,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002631,ORD-001068,PROD-000245,1,0.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002663,ORD-001080,PROD-000142,1,0.0,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002665,ORD-001080,PROD-000464,2,-13.33,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002669,ORD-001083,PROD-990668,1,162.22,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002679,ORD-001086,PROD-000494,2,0.0,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002690,ORD-001090,PROD-000548,2,-96.74,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002706,ORD-001096,PROD-000034,1,0.0,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002718,ORD-001103,PROD-000464,2,-13.33,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002744,ORD-001113,PROD-000509,1,90.68,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002745,ORD-001113,PROD-000279,2,-88.05,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002754,ORD-001116,PROD-000081,4,429.22,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002755,ORD-001116,PROD-000388,1,75.03,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002757,ORD-001118,PROD-000236,2,159.05,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002760,ORD-001120,PROD-000007,5,44.74,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002761,ORD-001120,PROD-000175,2,135.64,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002763,ORD-001122,PROD-000347,2,27.56,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002764,ORD-001122,PROD-000360,3,22.51,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002765,ORD-001122,PROD-000062,3,824.71,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002773,ORD-001126,PROD-000028,1,87.66,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002779,ORD-001129,PROD-990830,4,55.2,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002783,ORD-001130,PROD-000079,-5,786.25,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002801,ORD-001138,PROD-000028,1,87.66,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002808,ORD-001142,PROD-000285,1,54.06,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002811,ORD-001144,PROD-000538,0,61.93,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002832,ORD-001152,PROD-000498,0,45.16,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002847,ORD-001159,PROD-000170,1,-69.28,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002854,ORD-001161,PROD-000427,3,-17.55,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002861,ORD-001165,PROD-000257,5,159.69,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002862,ORD-001165,PROD-000387,1,76.84,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002867,ORD-001169,PROD-000550,1,116.36,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002872,ORD-001171,PROD-000494,1,0.0,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002875,ORD-001173,PROD-000016,1,139.07,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002921,ORD-001189,PROD-000521,3,35.54,2.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002926,ORD-001191,PROD-000034,2,0.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002946,ORD-001199,PROD-990547,4,620.64,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002954,ORD-001202,PROD-000028,1,87.66,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0002955,ORD-001202,PROD-000413,2,60.66,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003002,ORD-001221,PROD-000486,2,109.38,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003003,ORD-001222,PROD-000491,2,18.21,1.5,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003014,ORD-001227,PROD-000044,2,781.51,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003015,ORD-001227,PROD-000464,1,-13.33,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003016,ORD-001227,PROD-000050,4,1454.47,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003024,ORD-001231,PROD-000528,1,0.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003026,ORD-001232,PROD-000093,2,935.51,9.99,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003029,ORD-001233,PROD-000179,4,467.75,9.99,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003033,ORD-001234,PROD-000034,2,0.0,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003044,ORD-001238,PROD-000170,1,-69.28,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003047,ORD-001240,PROD-000380,-2,119.59,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003048,ORD-001241,PROD-000280,2,175.3,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003049,ORD-001241,PROD-000471,1,179.6,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003062,ORD-001247,PROD-000260,1,248.5,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003063,ORD-001247,PROD-000539,1,75.98,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003064,ORD-001247,PROD-000386,2,81.01,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003065,ORD-001247,PROD-000291,1,223.67,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003089,ORD-001255,PROD-000546,0,151.81,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003100,ORD-001260,PROD-990348,-5,105.58,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003105,ORD-001262,PROD-000034,1,0.0,0.1,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003129,ORD-001270,PROD-000422,2,41.82,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003130,ORD-001270,PROD-000102,1,292.18,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003131,ORD-001270,PROD-000014,3,461.11,0.25,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003132,ORD-001271,PROD-990703,2,41.44,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003157,ORD-001280,PROD-000038,2,715.11,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003158,ORD-001280,PROD-000077,1,73.36,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003159,ORD-001280,PROD-000370,1,81.46,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003161,ORD-001282,PROD-000273,1,176.37,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003162,ORD-001282,PROD-000285,5,54.06,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003163,ORD-001282,PROD-000409,1,17.15,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003164,ORD-001282,PROD-000382,1,15.21,0.0,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003181,ORD-001287,PROD-000337,5,109.56,9.99,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003182,ORD-001288,PROD-000455,1,14.7,0.05,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003183,ORD-001288,PROD-000216,1,34.27,0.15,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
LINE-0003184,ORD-001288,PROD-000213,1,156.85,0.2,"Zero/negative quantity, out-of-bounds discount, or orphan foreign key"
