line_key,order_key,product_key,quantity,unit_price,discount_pct,line_total_usd
LINE-0000447,ORD-000185,PROD-000543,1,192.79,0.2,154.23
LINE-0000448,ORD-000185,PROD-000322,2,19.91,0.1,35.84
LINE-0000449,ORD-000186,PROD-000022,1,990.09,0.2,792.07
LINE-0000450,ORD-000186,PROD-000254,1,72.61,0.0,72.61
LINE-0000451,ORD-000187,PROD-000550,2,116.36,0.0,232.72
LINE-0000452,ORD-000187,PROD-000449,2,80.84,0.1,145.51
LINE-0000453,ORD-000187,PROD-000224,1,60.55,0.1,54.5
LINE-0000454,ORD-000188,PROD-000482,4,29.45,0.0,117.8
LINE-0000455,ORD-000189,PROD-000306,1,194.88,0.15,165.65
LINE-0000456,ORD-000189,PROD-000407,3,55.51,0.1,149.88
LINE-0000457,ORD-000189,PROD-000164,1,334.26,0.0,334.26
LINE-0000458,ORD-000189,PROD-000371,2,86.7,0.0,173.4
LINE-0000459,ORD-000190,PROD-000240,5,220.96,0.1,994.32
LINE-0000460,ORD-000190,PROD-000385,3,11.11,0.05,31.66
LINE-0000461,ORD-000190,PROD-000356,2,85.61,0.0,171.22
LINE-0000462,ORD-000190,PROD-000196,2,58.68,0.0,117.36
LINE-0000467,ORD-000192,PROD-000253,1,40.42,0.0,40.42
LINE-0000468,ORD-000192,PROD-000521,1,35.54,0.1,31.99
LINE-0000469,ORD-000192,PROD-000540,2,136.05,0.15,231.29
LINE-0000472,ORD-000194,PROD-000059,1,1314.73,0.05,1248.99
LINE-0000473,ORD-000194,PROD-000306,2,194.88,0.05,370.27
LINE-0000474,ORD-000194,PROD-000250,1,143.2,0.05,136.04
LINE-0000475,ORD-000195,PROD-000203,1,332.86,0.15,282.93
LINE-0000476,ORD-000195,PROD-000547,1,167.73,0.0,167.73
LINE-0000477,ORD-000195,PROD-000270,3,67.77,0.2,162.65
LINE-0000478,ORD-000196,PROD-000147,2,497.34,0.0,994.68
LINE-0000479,ORD-000196,PROD-000107,1,1182.28,0.0,1182.28
LINE-0000481,ORD-000197,PROD-000486,2,109.38,0.05,207.82
LINE-0000482,ORD-000197,PROD-000129,1,325.16,0.0,325.16
LINE-0000483,ORD-000197,PROD-000050,2,1454.47,0.05,2763.49
LINE-0000484,ORD-000198,PROD-000227,1,19.5,0.05,18.52
LINE-0000485,ORD-000198,PROD-000140,4,24.4,0.0,97.6
LINE-0000486,ORD-000198,PROD-000422,1,41.82,0.2,33.46
LINE-0000487,ORD-000198,PROD-000338,2,41.69,0.0,83.38
LINE-0000488,ORD-000199,PROD-000087,1,586.35,0.25,439.76
LINE-0000489,ORD-000200,PROD-000406,4,21.87,0.2,69.98
LINE-0000490,ORD-000200,PROD-000100,5,581.54,0.0,2907.7
LINE-0000491,ORD-000200,PROD-000481,2,36.01,0.0,72.02
LINE-0000492,ORD-000201,PROD-000218,1,129.55,0.0,129.55
LINE-0000494,ORD-000202,PROD-000432,3,34.01,0.0,102.03
LINE-0000495,ORD-000202,PROD-000117,2,331.7,0.05,630.23
LINE-0000496,ORD-000202,PROD-000133,1,386.44,0.2,309.15
LINE-0000497,ORD-000203,PROD-000492,1,49.02,0.1,44.12
LINE-0000498,ORD-000203,PROD-000518,1,13.35,0.0,13.35
LINE-0000499,ORD-000203,PROD-000278,3,198.69,0.2,476.86
LINE-0000500,ORD-000204,PROD-000223,2,43.79,0.2,70.06
LINE-0000501,ORD-000205,PROD-000362,2,29.44,0.0,58.88
LINE-0000502,ORD-000205,PROD-000140,2,24.4,0.1,43.92
LINE-0000503,ORD-000205,PROD-000060,1,1157.62,0.0,1157.62
LINE-0000504,ORD-000206,PROD-000547,1,167.73,0.1,150.96
LINE-0000505,ORD-000207,PROD-000307,1,206.66,0.05,196.33
LINE-0000506,ORD-000208,PROD-000414,2,26.39,0.15,44.86
LINE-0000507,ORD-000208,PROD-000497,1,185.59,0.0,185.59
LINE-0000508,ORD-000209,PROD-000425,1,60.53,0.0,60.53
LINE-0000509,ORD-000209,PROD-000204,1,495.22,0.0,495.22
LINE-0000510,ORD-000210,PROD-000526,1,15.1,0.0,15.1
LINE-0000511,ORD-000210,PROD-000155,2,318.18,0.05,604.54
LINE-0000512,ORD-000211,PROD-000289,1,21.18,0.0,21.18
LINE-0000513,ORD-000211,PROD-000351,1,41.05,0.0,41.05
LINE-0000514,ORD-000211,PROD-000353,2,110.89,0.1,199.6
LINE-0000515,ORD-000211,PROD-000436,1,17.89,0.0,17.89
LINE-0000519,ORD-000213,PROD-000249,1,180.47,0.2,144.38
LINE-0000520,ORD-000213,PROD-000513,2,129.38,0.2,207.01
LINE-0000521,ORD-000213,PROD-000412,4,12.55,0.0,50.2
LINE-0000522,ORD-000214,PROD-000122,2,388.89,0.0,777.78
LINE-0000523,ORD-000215,PROD-000019,1,1013.04,0.05,962.39
LINE-0000524,ORD-000215,PROD-000044,2,781.51,0.15,1328.57
LINE-0000525,ORD-000215,PROD-000202,1,215.58,0.2,172.46
LINE-0000526,ORD-000215,PROD-000057,1,1133.52,0.2,906.82
LINE-0000528,ORD-000217,PROD-000475,1,120.5,0.15,102.42
LINE-0000529,ORD-000217,PROD-000076,1,1180.25,0.05,1121.24
LINE-0000530,ORD-000218,PROD-000184,1,119.18,0.05,113.22
LINE-0000531,ORD-000219,PROD-000356,1,85.61,0.2,68.49
LINE-0000532,ORD-000219,PROD-000372,1,113.32,0.0,113.32
LINE-0000533,ORD-000219,PROD-000054,2,121.88,0.2,195.01
LINE-0000534,ORD-000220,PROD-000506,4,26.14,0.25,78.42
LINE-0000535,ORD-000221,PROD-000149,1,368.18,0.1,331.36
LINE-0000536,ORD-000221,PROD-000220,2,88.57,0.0,177.14
LINE-0000537,ORD-000221,PROD-000546,1,151.81,0.0,151.81
LINE-0000538,ORD-000221,PROD-000278,1,198.69,0.05,188.76
LINE-0000539,ORD-000222,PROD-000006,1,100.31,0.05,95.29
LINE-0000540,ORD-000222,PROD-000549,1,31.57,0.15,26.83
LINE-0000541,ORD-000222,PROD-000466,1,87.79,0.1,79.01
LINE-0000544,ORD-000224,PROD-000222,1,48.78,0.05,46.34
LINE-0000545,ORD-000225,PROD-000130,1,405.27,0.15,344.48
LINE-0000546,ORD-000225,PROD-000055,1,793.6,0.25,595.2
LINE-0000547,ORD-000225,PROD-000107,1,1182.28,0.0,1182.28
LINE-0000549,ORD-000227,PROD-000304,1,178.65,0.1,160.78
LINE-0000550,ORD-000228,PROD-000017,1,144.94,0.1,130.45
LINE-0000551,ORD-000228,PROD-000472,1,155.29,0.0,155.29
LINE-0000552,ORD-000229,PROD-000438,1,114.67,0.0,114.67
LINE-0000553,ORD-000229,PROD-000392,4,50.05,0.1,180.18
LINE-0000554,ORD-000229,PROD-000311,1,93.77,0.0,93.77
LINE-0000555,ORD-000229,PROD-000476,1,20.04,0.15,17.03
LINE-0000560,ORD-000231,PROD-000199,5,111.07,0.0,555.35
LINE-0000561,ORD-000231,PROD-000113,1,262.56,0.05,249.43
LINE-0000569,ORD-000234,PROD-000324,5,53.68,0.05,254.98
LINE-0000570,ORD-000234,PROD-000239,1,179.72,0.15,152.76
LINE-0000571,ORD-000235,PROD-000255,2,222.13,0.0,444.26
LINE-0000572,ORD-000235,PROD-000541,5,107.91,0.1,485.6
LINE-0000573,ORD-000235,PROD-000144,1,424.11,0.0,424.11
LINE-0000574,ORD-000236,PROD-000425,4,60.53,0.2,193.7
LINE-0000575,ORD-000236,PROD-000123,2,90.3,0.15,153.51
LINE-0000576,ORD-000236,PROD-000148,2,244.31,0.0,488.62
LINE-0000577,ORD-000237,PROD-000423,1,42.83,0.0,42.83
LINE-0000578,ORD-000237,PROD-000375,1,84.67,0.2,67.74
LINE-0000579,ORD-000238,PROD-000098,2,68.18,0.15,115.91
LINE-0000581,ORD-000238,PROD-000395,1,81.33,0.0,81.33
LINE-0000582,ORD-000239,PROD-000016,1,139.07,0.2,111.26
LINE-0000583,ORD-000239,PROD-000502,3,63.88,0.0,191.64
LINE-0000584,ORD-000240,PROD-000199,1,111.07,0.15,94.41
LINE-0000585,ORD-000240,PROD-000550,2,116.36,0.15,197.81
LINE-0000586,ORD-000241,PROD-000263,5,225.65,0.05,1071.84
LINE-0000587,ORD-000242,PROD-000416,1,61.55,0.1,55.4
LINE-0000588,ORD-000242,PROD-000156,1,251.59,0.1,226.43
LINE-0000589,ORD-000242,PROD-000252,2,112.15,0.0,224.3
LINE-0000590,ORD-000243,PROD-000172,1,358.58,0.25,268.94
LINE-0000593,ORD-000245,PROD-000066,2,1137.35,0.05,2160.96
LINE-0000594,ORD-000245,PROD-000057,1,1133.52,0.0,1133.52
LINE-0000595,ORD-000245,PROD-000122,2,388.89,0.0,777.78
LINE-0000596,ORD-000245,PROD-000404,2,36.89,0.05,70.09
LINE-0000597,ORD-000246,PROD-000027,1,1166.65,0.2,933.32
LINE-0000598,ORD-000246,PROD-000050,2,1454.47,0.0,2908.94
LINE-0000599,ORD-000246,PROD-000069,3,1054.97,0.1,2848.42
LINE-0000600,ORD-000247,PROD-000308,2,200.69,0.0,401.38
LINE-0000601,ORD-000248,PROD-000056,1,282.57,0.0,282.57
LINE-0000602,ORD-000248,PROD-000473,1,120.39,0.05,114.37
LINE-0000603,ORD-000248,PROD-000425,1,60.53,0.25,45.4
LINE-0000604,ORD-000249,PROD-000150,1,248.39,0.1,223.55
LINE-0000605,ORD-000249,PROD-000052,1,627.92,0.1,565.13
LINE-0000606,ORD-000249,PROD-000385,5,11.11,0.0,55.55
LINE-0000607,ORD-000249,PROD-000231,1,97.82,0.25,73.36
LINE-0000608,ORD-000250,PROD-000461,3,12.31,0.0,36.93
LINE-0000609,ORD-000250,PROD-000296,1,203.44,0.25,152.58
LINE-0000610,ORD-000250,PROD-000408,1,34.27,0.0,34.27
LINE-0000612,ORD-000251,PROD-000136,1,53.41,0.0,53.41
LINE-0000613,ORD-000251,PROD-000143,2,402.73,0.25,604.1
LINE-0000614,ORD-000251,PROD-000360,4,22.51,0.25,67.53
LINE-0000615,ORD-000251,PROD-000020,3,833.49,0.2,2000.38
LINE-0000616,ORD-000252,PROD-000168,1,107.92,0.0,107.92
LINE-0000617,ORD-000253,PROD-000024,2,858.95,0.1,1546.11
LINE-0000618,ORD-000253,PROD-000414,1,26.39,0.0,26.39
LINE-0000619,ORD-000253,PROD-000545,4,21.37,0.05,81.21
LINE-0000620,ORD-000254,PROD-000212,1,473.4,0.05,449.73
LINE-0000621,ORD-000254,PROD-000473,1,120.39,0.0,120.39
LINE-0000622,ORD-000255,PROD-000329,1,66.11,0.0,66.11
LINE-0000623,ORD-000255,PROD-000374,1,99.79,0.05,94.8
LINE-0000624,ORD-000256,PROD-000418,1,110.42,0.0,110.42
LINE-0000625,ORD-000256,PROD-000114,4,153.95,0.25,461.85
LINE-0000626,ORD-000256,PROD-000487,2,164.76,0.0,329.52
LINE-0000627,ORD-000257,PROD-000172,5,358.58,0.0,1792.9
LINE-0000628,ORD-000257,PROD-000107,1,1182.28,0.0,1182.28
LINE-0000629,ORD-000258,PROD-000396,2,31.87,0.0,63.74
LINE-0000630,ORD-000259,PROD-000440,1,11.44,0.15,9.72
LINE-0000631,ORD-000259,PROD-000249,1,180.47,0.0,180.47
LINE-0000632,ORD-000260,PROD-000516,1,108.78,0.05,103.34
LINE-0000633,ORD-000260,PROD-000361,1,81.85,0.05,77.76
LINE-0000634,ORD-000260,PROD-000393,2,20.09,0.25,30.14
LINE-0000635,ORD-000260,PROD-000127,1,485.22,0.0,485.22
LINE-0000636,ORD-000261,PROD-000322,1,19.91,0.0,19.91
LINE-0000637,ORD-000261,PROD-000278,2,198.69,0.15,337.77
LINE-0000638,ORD-000261,PROD-000051,1,917.65,0.0,917.65
LINE-0000639,ORD-000262,PROD-000413,4,60.66,0.0,242.64
LINE-0000640,ORD-000262,PROD-000309,1,159.95,0.0,159.95
LINE-0000641,ORD-000263,PROD-000290,3,233.92,0.25,526.32
LINE-0000642,ORD-000263,PROD-000299,2,105.58,0.05,200.6
LINE-0000643,ORD-000263,PROD-000055,2,793.6,0.1,1428.48
LINE-0000644,ORD-000263,PROD-000248,2,41.84,0.0,83.68
LINE-0000645,ORD-000264,PROD-000490,3,160.67,0.25,361.51
LINE-0000646,ORD-000264,PROD-000113,2,262.56,0.0,525.12
LINE-0000647,ORD-000264,PROD-000148,1,244.31,0.0,244.31
LINE-0000648,ORD-000264,PROD-000483,1,141.02,0.0,141.02
LINE-0000649,ORD-000265,PROD-000169,2,355.13,0.0,710.26
LINE-0000650,ORD-000266,PROD-000191,1,177.17,0.2,141.74
LINE-0000651,ORD-000266,PROD-000107,1,1182.28,0.0,1182.28
LINE-0000652,ORD-000266,PROD-000203,1,332.86,0.15,282.93
LINE-0000653,ORD-000266,PROD-000274,1,143.12,0.25,107.34
LINE-0000655,ORD-000267,PROD-000444,2,80.65,0.0,161.3
LINE-0000656,ORD-000267,PROD-000243,2,112.83,0.15,191.81
LINE-0000657,ORD-000267,PROD-000254,3,72.61,0.2,174.26
LINE-0000658,ORD-000268,PROD-000354,1,19.9,0.05,18.9
LINE-0000659,ORD-000269,PROD-000024,1,858.95,0.0,858.95
LINE-0000660,ORD-000269,PROD-000513,2,129.38,0.25,194.07
LINE-0000661,ORD-000269,PROD-000446,1,194.9,0.25,146.18
LINE-0000663,ORD-000270,PROD-000517,1,104.59,0.0,104.59
LINE-0000664,ORD-000270,PROD-000247,5,222.1,0.0,1110.5
LINE-0000665,ORD-000270,PROD-000422,1,41.82,0.15,35.55
LINE-0000666,ORD-000270,PROD-000539,3,75.98,0.0,227.94
LINE-0000667,ORD-000271,PROD-000150,2,248.39,0.05,471.94
LINE-0000668,ORD-000271,PROD-000088,1,1434.05,0.15,1218.94
LINE-0000669,ORD-000271,PROD-000179,2,467.75,0.15,795.18
LINE-0000670,ORD-000271,PROD-000189,1,451.02,0.0,451.02
LINE-0000671,ORD-000272,PROD-000410,2,111.99,0.15,190.38
LINE-0000672,ORD-000273,PROD-000351,2,41.05,0.25,61.58
LINE-0000674,ORD-000275,PROD-000076,1,1180.25,0.0,1180.25
LINE-0000675,ORD-000275,PROD-000544,2,163.69,0.0,327.38
LINE-0000676,ORD-000276,PROD-000343,1,110.01,0.25,82.51
LINE-0000677,ORD-000276,PROD-000415,3,103.9,0.0,311.7
LINE-0000681,ORD-000278,PROD-000346,2,119.28,0.0,238.56
LINE-0000682,ORD-000279,PROD-000451,4,39.64,0.1,142.7
LINE-0000683,ORD-000279,PROD-000262,1,150.0,0.0,150.0
LINE-0000684,ORD-000280,PROD-000353,1,110.89,0.0,110.89
LINE-0000685,ORD-000280,PROD-000533,1,138.26,0.1,124.43
LINE-0000686,ORD-000280,PROD-000069,1,1054.97,0.15,896.72
LINE-0000688,ORD-000281,PROD-000477,1,110.62,0.15,94.03
LINE-0000689,ORD-000281,PROD-000037,2,411.24,0.0,822.48
LINE-0000690,ORD-000281,PROD-000459,1,103.18,0.05,98.02
LINE-0000695,ORD-000283,PROD-000081,1,429.22,0.25,321.92
LINE-0000696,ORD-000283,PROD-000067,2,847.45,0.2,1355.92
LINE-0000697,ORD-000283,PROD-000481,1,36.01,0.0,36.01
LINE-0000698,ORD-000283,PROD-000515,1,39.01,0.2,31.21
LINE-0000699,ORD-000284,PROD-000161,1,90.18,0.05,85.67
LINE-0000700,ORD-000284,PROD-000135,5,94.18,0.25,353.18
LINE-0000701,ORD-000284,PROD-000335,2,82.66,0.0,165.32
LINE-0000702,ORD-000284,PROD-000537,2,192.0,0.15,326.4
LINE-0000703,ORD-000285,PROD-000416,1,61.55,0.0,61.55
LINE-0000704,ORD-000286,PROD-000385,1,11.11,0.1,10.0
LINE-0000705,ORD-000286,PROD-000054,2,121.88,0.0,243.76
LINE-0000706,ORD-000287,PROD-000407,1,55.51,0.25,41.63
LINE-0000707,ORD-000287,PROD-000398,4,64.48,0.0,257.92
LINE-0000708,ORD-000287,PROD-000347,2,27.56,0.0,55.12
LINE-0000709,ORD-000288,PROD-000175,1,135.64,0.1,122.08
LINE-0000710,ORD-000289,PROD-000358,2,58.49,0.1,105.28
LINE-0000711,ORD-000289,PROD-000391,5,46.23,0.1,208.04
LINE-0000712,ORD-000290,PROD-000545,1,21.37,0.25,16.03
LINE-0000713,ORD-000290,PROD-000410,2,111.99,0.2,179.18
LINE-0000714,ORD-000291,PROD-000146,4,487.67,0.1,1755.61
LINE-0000715,ORD-000291,PROD-000369,1,16.81,0.0,16.81
LINE-0000716,ORD-000292,PROD-000139,3,314.59,0.2,755.02
LINE-0000717,ORD-000292,PROD-000283,1,87.19,0.05,82.83
LINE-0000718,ORD-000293,PROD-000108,2,166.47,0.2,266.35
LINE-0000719,ORD-000293,PROD-000356,2,85.61,0.0,171.22
LINE-0000720,ORD-000294,PROD-000083,2,764.68,0.15,1299.96
LINE-0000721,ORD-000294,PROD-000343,1,110.01,0.25,82.51
LINE-0000722,ORD-000294,PROD-000196,2,58.68,0.0,117.36
LINE-0000723,ORD-000295,PROD-000406,1,21.87,0.2,17.5
LINE-0000725,ORD-000295,PROD-000179,1,467.75,0.05,444.36
LINE-0000726,ORD-000296,PROD-000386,2,81.01,0.0,162.02
LINE-0000727,ORD-000296,PROD-000107,1,1182.28,0.2,945.82
LINE-0000728,ORD-000296,PROD-000234,1,242.58,0.15,206.19
LINE-0000729,ORD-000297,PROD-000027,3,1166.65,0.1,3149.96
LINE-0000730,ORD-000297,PROD-000510,1,159.99,0.2,127.99
LINE-0000731,ORD-000297,PROD-000540,1,136.05,0.15,115.64
LINE-0000733,ORD-000299,PROD-000274,1,143.12,0.05,135.96
LINE-0000734,ORD-000299,PROD-000235,2,247.2,0.1,444.96
LINE-0000735,ORD-000299,PROD-000008,1,660.87,0.0,660.87
LINE-0000736,ORD-000300,PROD-000118,1,393.76,0.25,295.32
LINE-0000737,ORD-000301,PROD-000172,5,358.58,0.15,1523.96
LINE-0000738,ORD-000301,PROD-000049,3,102.74,0.05,292.81
LINE-0000739,ORD-000301,PROD-000208,2,116.36,0.1,209.45
LINE-0000740,ORD-000301,PROD-000543,3,192.79,0.0,578.37
LINE-0000741,ORD-000302,PROD-000380,4,119.59,0.05,454.44
LINE-0000742,ORD-000303,PROD-000322,1,19.91,0.25,14.93
LINE-0000743,ORD-000303,PROD-000093,2,935.51,0.0,1871.02
LINE-0000744,ORD-000303,PROD-000341,2,18.15,0.15,30.85
LINE-0000745,ORD-000303,PROD-000308,1,200.69,0.15,170.59
LINE-0000746,ORD-000304,PROD-000112,1,330.17,0.0,330.17
LINE-0000747,ORD-000304,PROD-000227,1,19.5,0.15,16.58
LINE-0000748,ORD-000305,PROD-000437,2,39.62,0.0,79.24
LINE-0000749,ORD-000305,PROD-000496,2,46.38,0.05,88.12
LINE-0000750,ORD-000306,PROD-000466,2,87.79,0.1,158.02
LINE-0000751,ORD-000306,PROD-000332,1,21.55,0.0,21.55
LINE-0000752,ORD-000306,PROD-000047,1,977.93,0.0,977.93
LINE-0000753,ORD-000306,PROD-000017,1,144.94,0.1,130.45
LINE-0000755,ORD-000308,PROD-000476,4,20.04,0.0,80.16
LINE-0000756,ORD-000308,PROD-000400,3,104.75,0.25,235.69
LINE-0000757,ORD-000309,PROD-000137,4,146.84,0.25,440.52
LINE-0000758,ORD-000310,PROD-000286,3,132.67,0.15,338.31
LINE-0000759,ORD-000311,PROD-000246,5,89.32,0.15,379.61
LINE-0000760,ORD-000311,PROD-000535,1,195.07,0.2,156.06
LINE-0000761,ORD-000312,PROD-000143,1,402.73,0.2,322.18
LINE-0000762,ORD-000312,PROD-000346,1,119.28,0.2,95.42
LINE-0000768,ORD-000315,PROD-000355,4,35.83,0.15,121.82
LINE-0000769,ORD-000315,PROD-000440,2,11.44,0.1,20.59
LINE-0000770,ORD-000315,PROD-000380,2,119.59,0.0,239.18
LINE-0000771,ORD-000316,PROD-000319,2,247.68,0.0,495.36
LINE-0000772,ORD-000316,PROD-000124,1,372.72,0.2,298.18
LINE-0000773,ORD-000317,PROD-000027,2,1166.65,0.0,2333.3
LINE-0000775,ORD-000317,PROD-000007,4,44.74,0.0,178.96
LINE-0000776,ORD-000318,PROD-000389,1,99.07,0.0,99.07
LINE-0000777,ORD-000318,PROD-000241,1,246.15,0.05,233.84
LINE-0000778,ORD-000318,PROD-000243,2,112.83,0.0,225.66
LINE-0000779,ORD-000319,PROD-000341,2,18.15,0.15,30.85
LINE-0000780,ORD-000320,PROD-000218,1,129.55,0.0,129.55
LINE-0000781,ORD-000321,PROD-000356,2,85.61,0.05,162.66
LINE-0000782,ORD-000321,PROD-000501,1,115.85,0.2,92.68
LINE-0000783,ORD-000321,PROD-000035,2,680.4,0.0,1360.8
LINE-0000785,ORD-000323,PROD-000541,1,107.91,0.2,86.33
LINE-0000786,ORD-000323,PROD-000546,1,151.81,0.25,113.86
LINE-0000787,ORD-000323,PROD-000400,1,104.75,0.0,104.75
LINE-0000788,ORD-000324,PROD-000233,1,125.03,0.1,112.53
LINE-0000789,ORD-000324,PROD-000441,1,75.12,0.2,60.1
LINE-0000790,ORD-000324,PROD-000468,1,82.53,0.0,82.53
LINE-0000791,ORD-000324,PROD-000459,1,103.18,0.0,103.18
LINE-0000792,ORD-000325,PROD-000383,1,98.58,0.0,98.58
LINE-0000793,ORD-000325,PROD-000536,1,19.02,0.15,16.17
LINE-0000794,ORD-000326,PROD-000219,2,139.96,0.05,265.92
LINE-0000795,ORD-000326,PROD-000073,4,1092.24,0.0,4368.96
LINE-0000796,ORD-000326,PROD-000547,1,167.73,0.0,167.73
LINE-0000797,ORD-000327,PROD-000199,4,111.07,0.0,444.28
LINE-0000798,ORD-000327,PROD-000066,1,1137.35,0.05,1080.48
LINE-0000799,ORD-000328,PROD-000008,1,660.87,0.0,660.87
LINE-0000800,ORD-000328,PROD-000320,2,42.79,0.0,85.58
LINE-0000801,ORD-000329,PROD-000009,2,1086.01,0.2,1737.62
LINE-0000802,ORD-000329,PROD-000095,3,733.78,0.1,1981.21
LINE-0000803,ORD-000329,PROD-000541,1,107.91,0.25,80.93
LINE-0000804,ORD-000329,PROD-000256,2,117.44,0.0,234.88
LINE-0000807,ORD-000331,PROD-000421,1,18.21,0.0,18.21
LINE-0000808,ORD-000331,PROD-000540,5,136.05,0.0,680.25
LINE-0000809,ORD-000331,PROD-000092,1,378.23,0.15,321.5
LINE-0000810,ORD-000331,PROD-000475,3,120.5,0.25,271.12
LINE-0000811,ORD-000332,PROD-000336,2,14.85,0.25,22.28
LINE-0000812,ORD-000332,PROD-000273,2,176.37,0.0,352.74
LINE-0000813,ORD-000332,PROD-000379,2,57.61,0.2,92.18
LINE-0000814,ORD-000332,PROD-000280,3,175.3,0.0,525.9
LINE-0000815,ORD-000333,PROD-000341,1,18.15,0.0,18.15
LINE-0000816,ORD-000334,PROD-000532,1,118.36,0.25,88.77
LINE-0000817,ORD-000335,PROD-000252,2,112.15,0.0,224.3
LINE-0000818,ORD-000335,PROD-000107,1,1182.28,0.25,886.71
LINE-0000819,ORD-000335,PROD-000409,1,17.15,0.0,17.15
LINE-0000820,ORD-000335,PROD-000055,1,793.6,0.25,595.2
LINE-0000821,ORD-000336,PROD-000066,1,1137.35,0.05,1080.48
LINE-0000822,ORD-000336,PROD-000477,1,110.62,0.05,105.09
LINE-0000823,ORD-000337,PROD-000228,1,189.57,0.0,189.57
LINE-0000824,ORD-000337,PROD-000195,4,369.81,0.0,1479.24
LINE-0000825,ORD-000337,PROD-000030,1,66.16,0.0,66.16
LINE-0000826,ORD-000337,PROD-000341,5,18.15,0.05,86.21
LINE-0000827,ORD-000338,PROD-000179,5,467.75,0.0,2338.75
LINE-0000828,ORD-000338,PROD-000106,1,643.84,0.1,579.46
LINE-0000829,ORD-000338,PROD-000445,2,96.62,0.05,183.58
LINE-0000830,ORD-000338,PROD-000342,2,40.18,0.0,80.36
LINE-0000831,ORD-000339,PROD-000174,2,366.7,0.15,623.39
LINE-0000832,ORD-000339,PROD-000340,1,14.72,0.05,13.98
LINE-0000833,ORD-000340,PROD-000335,1,82.66,0.1,74.39
LINE-0000834,ORD-000340,PROD-000323,1,181.54,0.2,145.23
LINE-0000835,ORD-000341,PROD-000509,2,90.68,0.25,136.02
LINE-0000836,ORD-000342,PROD-000230,5,147.17,0.05,699.06
LINE-0000837,ORD-000342,PROD-000169,2,355.13,0.0,710.26
LINE-0000838,ORD-000342,PROD-000410,2,111.99,0.15,190.38
LINE-0000840,ORD-000343,PROD-000519,2,69.76,0.25,104.64
LINE-0000841,ORD-000343,PROD-000122,1,388.89,0.25,291.67
LINE-0000842,ORD-000343,PROD-000189,3,451.02,0.0,1353.06
LINE-0000843,ORD-000344,PROD-000182,1,232.03,0.0,232.03
LINE-0000844,ORD-000344,PROD-000458,1,171.39,0.0,171.39
LINE-0000845,ORD-000345,PROD-000347,1,27.56,0.05,26.18
LINE-0000847,ORD-000346,PROD-000518,1,13.35,0.15,11.35
LINE-0000848,ORD-000346,PROD-000118,1,393.76,0.0,393.76
LINE-0000849,ORD-000346,PROD-000224,1,60.55,0.05,57.52
LINE-0000850,ORD-000347,PROD-000156,1,251.59,0.0,251.59
LINE-0000851,ORD-000347,PROD-000029,1,157.64,0.0,157.64
LINE-0000852,ORD-000348,PROD-000414,2,26.39,0.0,52.78
LINE-0000853,ORD-000348,PROD-000056,3,282.57,0.0,847.71
LINE-0000854,ORD-000348,PROD-000197,1,55.02,0.0,55.02
LINE-0000855,ORD-000349,PROD-000509,1,90.68,0.25,68.01
LINE-0000856,ORD-000349,PROD-000485,1,101.1,0.15,85.93
LINE-0000857,ORD-000349,PROD-000540,1,136.05,0.05,129.25
LINE-0000858,ORD-000350,PROD-000535,2,195.07,0.05,370.63
LINE-0000859,ORD-000350,PROD-000373,2,99.15,0.2,158.64
LINE-0000860,ORD-000350,PROD-000194,2,288.97,0.0,577.94
LINE-0000862,ORD-000352,PROD-000317,2,81.73,0.0,163.46
LINE-0000863,ORD-000352,PROD-000247,1,222.1,0.15,188.78
LINE-0000864,ORD-000352,PROD-000405,1,14.81,0.0,14.81
LINE-0000865,ORD-000353,PROD-000070,4,520.88,0.0,2083.52
LINE-0000866,ORD-000353,PROD-000363,2,56.39,0.0,112.78
LINE-0000868,ORD-000353,PROD-000220,4,88.57,0.0,354.28
LINE-0000869,ORD-000354,PROD-000025,2,384.33,0.05,730.23
LINE-0000870,ORD-000354,PROD-000097,4,1130.24,0.25,3390.72
LINE-0000871,ORD-000354,PROD-000318,1,220.88,0.1,198.79
LINE-0000872,ORD-000355,PROD-000059,1,1314.73,0.0,1314.73
LINE-0000873,ORD-000355,PROD-000206,1,41.44,0.2,33.15
LINE-0000874,ORD-000356,PROD-000086,1,1346.85,0.0,1346.85
LINE-0000875,ORD-000356,PROD-000220,1,88.57,0.0,88.57
LINE-0000876,ORD-000356,PROD-000520,1,115.76,0.2,92.61
LINE-0000877,ORD-000356,PROD-000098,2,68.18,0.0,136.36
LINE-0000880,ORD-000358,PROD-000480,1,140.78,0.2,112.62
LINE-0000881,ORD-000359,PROD-000145,2,278.44,0.0,556.88
LINE-0000882,ORD-000359,PROD-000055,1,793.6,0.0,793.6
LINE-0000883,ORD-000359,PROD-000120,1,471.1,0.2,376.88
LINE-0000885,ORD-000360,PROD-000135,1,94.18,0.0,94.18
LINE-0000886,ORD-000361,PROD-000126,1,487.86,0.0,487.86
LINE-0000889,ORD-000362,PROD-000550,2,116.36,0.05,221.08
LINE-0000890,ORD-000362,PROD-000456,1,72.0,0.0,72.0
LINE-0000891,ORD-000363,PROD-000202,3,215.58,0.15,549.73
LINE-0000892,ORD-000363,PROD-000449,2,80.84,0.05,153.6
LINE-0000893,ORD-000363,PROD-000397,1,113.12,0.0,113.12
