return_key,order_key,product_key,return_date,return_quantity,return_reason
RET-000425,ORD-000985,PROD-000324,2025-06-09 15:48:00,1,Wrong Size
RET-000426,ORD-000800,PROD-000419,2026-06-13 23:02:00,1,Wrong Size
RET-000427,ORD-000162,PROD-000187,2025-11-17 14:58:00,2,Late Delivery
RET-000428,ORD-000368,PROD-000366,2025-01-02 05:52:00,1,Late Delivery
RET-000429,ORD-001084,PROD-000538,2026-05-18 08:53:00,2,Defective Item
RET-000430,ORD-000333,PROD-000341,2026-03-15 19:44:00,1,Changed Mind
RET-000432,ORD-001131,PROD-000016,2024-03-03 21:30:00,1,Late Delivery
RET-000433,ORD-000911,PROD-000215,2025-08-04 13:00:00,1,Late Delivery
RET-000434,ORD-000352,PROD-000247,2025-04-16 17:42:00,1,Wrong Size
RET-000438,ORD-000297,PROD-000027,2025-10-17 17:40:00,1,Buyer Remorse
RET-000443,ORD-001067,PROD-000468,2025-09-02 18:48:00,1,Buyer Remorse
RET-000445,ORD-000153,PROD-000076,2025-01-25 17:11:00,3,Defective Item
RET-000446,ORD-000767,PROD-000192,2026-01-25 02:32:00,1,Buyer Remorse
RET-000447,ORD-000350,PROD-000535,2024-02-29 04:23:00,2,Changed Mind
RET-000448,ORD-000749,PROD-000067,2025-01-25 02:08:00,1,Defective Item
RET-000449,ORD-001149,PROD-000246,2026-06-12 16:48:00,1,Defective Item
RET-000450,ORD-000836,PROD-000478,2026-02-07 07:20:00,2,Buyer Remorse
RET-000452,ORD-001063,PROD-000244,2026-04-30 14:54:00,3,Defective Item
RET-000453,ORD-001075,PROD-000507,2025-02-22 11:06:00,1,Wrong Size
RET-000456,ORD-000609,PROD-000070,2025-11-13 02:54:00,1,Defective Item
RET-000457,ORD-000200,PROD-000100,2024-12-18 04:40:00,4,Buyer Remorse
RET-000460,ORD-000023,PROD-000535,2024-03-08 06:59:00,1,Wrong Size
RET-000461,ORD-000653,PROD-000109,2025-05-16 02:32:00,1,Buyer Remorse
RET-000462,ORD-000717,PROD-000369,2025-09-28 03:23:00,2,Defective Item
RET-000463,ORD-001121,PROD-000042,2026-07-09 04:51:00,1,Changed Mind
RET-000464,ORD-000108,PROD-000438,2025-02-12 01:42:00,1,Late Delivery
RET-000465,ORD-000084,PROD-000337,2025-04-05 01:47:00,2,Buyer Remorse
RET-000466,ORD-000231,PROD-000113,2024-09-14 07:05:00,1,Late Delivery
RET-000467,ORD-000478,PROD-000466,2024-11-23 08:17:00,1,Wrong Size
RET-000468,ORD-000056,PROD-000469,2025-08-23 05:24:00,1,Changed Mind
RET-000469,ORD-000154,PROD-000240,2025-03-04 15:05:00,1,Wrong Size
RET-000470,ORD-000776,PROD-000109,2024-03-03 03:48:00,2,Changed Mind
RET-000472,ORD-000346,PROD-000224,2025-02-17 15:51:00,1,Buyer Remorse
RET-000473,ORD-000951,PROD-000098,2024-12-23 17:05:00,2,Defective Item
RET-000474,ORD-000762,PROD-000030,2024-04-06 05:28:00,1,Late Delivery
RET-000475,ORD-001063,PROD-000256,2026-04-26 09:54:00,1,Buyer Remorse
RET-000476,ORD-000956,PROD-000256,2026-04-08 18:57:00,1,Buyer Remorse
RET-000477,ORD-000653,PROD-000019,2025-05-29 04:32:00,1,Changed Mind
RET-000480,ORD-001020,PROD-000297,2026-02-15 22:07:00,1,Defective Item
RET-000481,ORD-000198,PROD-000227,2025-09-23 04:05:00,1,Wrong Size
RET-000482,ORD-001090,PROD-000272,2026-02-27 13:41:00,2,Wrong Size
RET-000483,ORD-000707,PROD-000480,2025-12-24 03:47:00,1,Wrong Size
RET-000486,ORD-000248,PROD-000425,2025-06-03 05:32:00,1,Wrong Size
RET-000487,ORD-000959,PROD-000284,2025-07-09 03:39:00,1,Late Delivery
RET-000488,ORD-000391,PROD-000453,2024-08-21 16:52:00,1,Late Delivery
RET-000489,ORD-000773,PROD-000043,2026-06-27 20:24:00,1,Defective Item
RET-000490,ORD-000696,PROD-000446,2024-10-19 06:26:00,1,Wrong Size
RET-000491,ORD-000758,PROD-000476,2025-08-25 07:07:00,2,Changed Mind
RET-000492,ORD-000348,PROD-000414,2026-01-27 15:23:00,1,Defective Item
RET-000493,ORD-000154,PROD-000541,2025-03-10 20:05:00,1,Buyer Remorse
RET-000495,ORD-000222,PROD-000006,2024-08-16 17:56:00,1,Defective Item
RET-000496,ORD-000688,PROD-000059,2024-02-29 20:02:00,2,Changed Mind
RET-000497,ORD-000078,PROD-000372,2024-06-07 07:44:00,1,Buyer Remorse
RET-000498,ORD-000892,PROD-000387,2025-08-14 15:21:00,1,Late Delivery
RET-000499,ORD-000707,PROD-000406,2025-12-30 20:47:00,2,Changed Mind
RET-000502,ORD-000457,PROD-000449,2024-11-14 15:17:00,2,Late Delivery
RET-000503,ORD-000852,PROD-000445,2025-04-19 00:16:00,1,Wrong Size
RET-000504,ORD-000744,PROD-000192,2025-01-07 10:14:00,1,Changed Mind
RET-000507,ORD-000971,PROD-000525,2026-05-22 02:46:00,1,Defective Item
RET-000508,ORD-001107,PROD-000273,2026-06-17 10:27:00,1,Defective Item
RET-000509,ORD-001285,PROD-000025,2024-07-24 05:10:00,1,Defective Item
RET-000510,ORD-000468,PROD-000537,2026-07-22 00:22:00,1,Buyer Remorse
RET-000511,ORD-000574,PROD-000483,2024-10-28 17:46:00,1,Wrong Size
RET-000513,ORD-000866,PROD-000362,2026-03-11 00:50:00,1,Late Delivery
RET-000514,ORD-000659,PROD-000233,2025-01-14 05:28:00,1,Changed Mind
RET-000515,ORD-000124,PROD-000500,2026-03-13 09:29:00,1,Changed Mind
RET-000516,ORD-000769,PROD-000332,2026-06-27 18:14:00,1,Defective Item
RET-000517,ORD-001191,PROD-000017,2025-02-18 17:20:00,1,Buyer Remorse
RET-000518,ORD-001243,PROD-000254,2024-06-17 07:57:00,1,Buyer Remorse
RET-000519,ORD-000643,PROD-000455,2024-06-30 06:29:00,1,Buyer Remorse
RET-000521,ORD-000991,PROD-000144,2026-05-28 18:37:00,1,Buyer Remorse
RET-000522,ORD-000203,PROD-000518,2025-03-06 01:50:00,1,Buyer Remorse
RET-000523,ORD-001237,PROD-000187,2026-06-08 10:23:00,1,Changed Mind
RET-000528,ORD-000515,PROD-000384,2024-10-01 16:00:00,1,Defective Item
RET-000530,ORD-001104,PROD-000194,2025-04-12 11:13:00,1,Wrong Size
RET-000532,ORD-001152,PROD-000141,2025-12-22 15:13:00,1,Wrong Size
RET-000535,ORD-001082,PROD-000418,2025-02-08 11:12:00,1,Defective Item
RET-000536,ORD-000675,PROD-000380,2025-05-28 16:47:00,1,Defective Item
RET-000537,ORD-000720,PROD-000397,2024-03-25 04:41:00,1,Defective Item
RET-000538,ORD-000275,PROD-000544,2026-03-25 12:32:00,1,Wrong Size
RET-000540,ORD-001254,PROD-000389,2025-01-18 23:46:00,1,Late Delivery
RET-000542,ORD-000547,PROD-000525,2025-10-22 03:09:00,2,Wrong Size
RET-000543,ORD-000763,PROD-000017,2025-02-09 02:41:00,2,Defective Item
RET-000544,ORD-000371,PROD-000200,2025-06-13 03:53:00,2,Wrong Size
RET-000545,ORD-000529,PROD-000506,2024-05-24 03:24:00,1,Late Delivery
RET-000546,ORD-000929,PROD-000285,2026-03-11 02:08:00,1,Buyer Remorse
RET-000547,ORD-001191,PROD-000231,2025-02-25 09:20:00,2,Late Delivery
RET-000548,ORD-000011,PROD-000392,2025-03-14 08:58:00,1,Buyer Remorse
RET-000549,ORD-000535,PROD-000275,2024-05-21 08:13:00,1,Defective Item
RET-000550,ORD-000603,PROD-000169,2026-07-10 04:07:00,1,Late Delivery
