order_key,customer_key,order_timestamp,order_status,payment_method,shipping_region,fulfillment_center
ORD-000308,CUST-000540,2024-12-26 05:28:00,Processing,Credit Card,GA,FC-East-01
ORD-000309,CUST-000072,2024-08-16 01:40:00,Delivered,PayPal,TX,FC-West-02
ORD-000310,CUST-000095,2024-07-27 18:35:00,Delivered,PayPal,NC,FC-West-02
ORD-000311,CUST-000081,2025-04-12 23:29:00,Delivered,Apple Pay,MI,FC-West-02
ORD-000312,CUST-000204,2024-10-08 13:11:00,Delivered,Direct Bank Transfer,IL,FC-West-02
ORD-000315,CUST-000438,2025-07-02 19:47:00,Cancelled,Buy Now Pay Later,GA,FC-West-02
ORD-000316,CUST-000021,2026-03-22 12:27:00,Cancelled,Credit Card,WA,FC-Central-03
ORD-000317,CUST-000557,2024-07-06 17:46:00,Processing,PayPal,OH,FC-Central-03
ORD-000318,CUST-000480,2024-12-10 14:18:00,Returned,Buy Now Pay Later,WA,FC-North-05
ORD-000319,CUST-000498,2024-04-14 10:08:00,Shipped,Buy Now Pay Later,TX,FC-West-02
ORD-000320,CUST-000196,2024-02-05 00:55:00,Shipped,Direct Bank Transfer,GA,FC-Central-03
ORD-000321,CUST-000420,2025-04-01 12:47:00,Shipped,Apple Pay,GA,FC-South-04
ORD-000323,CUST-000399,2025-09-02 05:12:00,Delivered,Buy Now Pay Later,MI,FC-Central-03
ORD-000324,CUST-000361,2025-07-06 22:31:00,Delivered,Apple Pay,CO,FC-East-01
ORD-000325,CUST-000399,2025-04-10 23:15:00,Delivered,PayPal,NY,FC-South-04
ORD-000326,CUST-000375,2025-11-08 22:43:00,Delivered,Credit Card,IL,FC-West-02
ORD-000327,CUST-000629,2025-05-12 21:09:00,Delivered,Apple Pay,WA,FC-West-02
ORD-000328,CUST-000599,2025-12-10 05:00:00,Delivered,Credit Card,CO,FC-East-01
ORD-000329,CUST-000398,2025-03-14 22:37:00,Delivered,Credit Card,FL,FC-North-05
ORD-000331,CUST-000396,2025-09-23 09:46:00,Shipped,Buy Now Pay Later,CA,FC-East-01
ORD-000332,CUST-000593,2026-04-06 11:52:00,Processing,PayPal,MI,FC-Central-03
ORD-000333,CUST-000217,2026-03-08 12:44:00,Delivered,Apple Pay,TX,FC-East-01
ORD-000334,CUST-000510,2024-02-02 03:04:00,Delivered,Buy Now Pay Later,OH,FC-North-05
ORD-000335,CUST-000299,2026-02-20 13:10:00,Delivered,PayPal,TX,FC-Central-03
ORD-000336,CUST-000139,2024-08-21 15:11:00,Shipped,Direct Bank Transfer,GA,FC-East-01
ORD-000337,CUST-000587,2026-05-14 06:11:00,Shipped,PayPal,MI,FC-East-01
ORD-000338,CUST-000189,2026-05-09 06:16:00,Delivered,Buy Now Pay Later,CO,FC-South-04
ORD-000339,CUST-000649,2024-05-22 20:10:00,Shipped,Credit Card,CA,FC-Central-03
ORD-000340,CUST-000391,2024-06-07 08:04:00,Delivered,Apple Pay,WA,FC-East-01
ORD-000341,CUST-000243,2025-06-04 15:43:00,Delivered,Credit Card,NY,FC-East-01
ORD-000342,CUST-000275,2026-03-11 00:42:00,Returned,Direct Bank Transfer,CA,FC-East-01
ORD-000343,CUST-000219,2025-07-19 00:24:00,Delivered,Direct Bank Transfer,IL,FC-North-05
ORD-000344,CUST-000504,2025-05-30 10:38:00,Delivered,Buy Now Pay Later,PA,FC-Central-03
ORD-000345,CUST-000356,2024-12-19 07:23:00,Delivered,Buy Now Pay Later,WA,FC-South-04
ORD-000346,CUST-000059,2025-01-30 10:51:00,Delivered,Credit Card,GA,FC-East-01
ORD-000347,CUST-000416,2026-02-12 04:01:00,Cancelled,Direct Bank Transfer,NC,FC-East-01
ORD-000348,CUST-000290,2026-01-17 07:23:00,Returned,Buy Now Pay Later,CO,FC-North-05
ORD-000349,CUST-000492,2025-07-12 13:42:00,Delivered,PayPal,CO,FC-East-01
ORD-000350,CUST-000334,2024-02-18 20:23:00,Delivered,Credit Card,CO,FC-Central-03
ORD-000351,CUST-000460,2024-09-27 19:31:00,Shipped,Buy Now Pay Later,CA,FC-North-05
ORD-000352,CUST-000361,2025-04-14 15:42:00,Delivered,Credit Card,IL,FC-South-04
ORD-000353,CUST-000631,2024-08-18 22:09:00,Processing,Direct Bank Transfer,MI,FC-North-05
ORD-000354,CUST-000523,2024-03-04 04:31:00,Delivered,Credit Card,CO,FC-Central-03
ORD-000355,CUST-000568,2026-07-15 14:10:00,Delivered,Buy Now Pay Later,GA,FC-East-01
ORD-000356,CUST-000560,2024-10-04 07:13:00,Shipped,PayPal,CA,FC-East-01
ORD-000358,CUST-000228,2026-02-06 08:42:00,Delivered,Buy Now Pay Later,CO,FC-East-01
ORD-000359,CUST-000141,2025-08-01 20:46:00,Delivered,Buy Now Pay Later,MI,FC-East-01
ORD-000360,CUST-000345,2026-07-12 07:59:00,Delivered,Direct Bank Transfer,CA,FC-North-05
ORD-000361,CUST-000356,2025-02-21 22:47:00,Delivered,Buy Now Pay Later,OH,FC-North-05
ORD-000362,CUST-000241,2024-09-16 08:07:00,Delivered,Apple Pay,CA,FC-East-01
ORD-000363,CUST-000093,2025-01-14 23:37:00,Returned,PayPal,WA,FC-East-01
ORD-000364,CUST-000381,2024-06-10 10:24:00,Returned,Direct Bank Transfer,IL,FC-East-01
ORD-000365,CUST-000064,2025-09-27 17:12:00,Delivered,Buy Now Pay Later,PA,FC-South-04
ORD-000366,CUST-000378,2026-04-27 21:59:00,Delivered,PayPal,CO,FC-North-05
ORD-000367,CUST-000626,2025-09-27 07:06:00,Shipped,Buy Now Pay Later,NC,FC-East-01
ORD-000368,CUST-000477,2024-12-20 04:52:00,Returned,Apple Pay,GA,FC-West-02
ORD-000370,CUST-000332,2024-12-13 16:44:00,Delivered,Credit Card,MI,FC-Central-03
ORD-000371,CUST-000594,2025-06-04 20:53:00,Delivered,PayPal,IL,FC-South-04
ORD-000372,CUST-000390,2024-04-01 10:09:00,Delivered,PayPal,MI,FC-West-02
ORD-000373,CUST-000054,2026-07-06 05:54:00,Delivered,Buy Now Pay Later,IL,FC-South-04
ORD-000374,CUST-000165,2024-02-23 17:25:00,Delivered,Apple Pay,CO,FC-South-04
ORD-000375,CUST-000490,2025-01-22 12:25:00,Shipped,Credit Card,MI,FC-North-05
ORD-000376,CUST-000293,2024-11-16 22:59:00,Shipped,PayPal,OH,FC-North-05
ORD-000377,CUST-000101,2024-06-14 10:48:00,Shipped,Direct Bank Transfer,MI,FC-East-01
ORD-000378,CUST-000315,2025-05-14 20:10:00,Delivered,Direct Bank Transfer,GA,FC-West-02
ORD-000379,CUST-000500,2024-11-25 04:13:00,Delivered,PayPal,MI,FC-West-02
ORD-000380,CUST-000010,2025-02-05 23:54:00,Shipped,Direct Bank Transfer,CO,FC-East-01
ORD-000381,CUST-000153,2025-02-20 13:43:00,Shipped,PayPal,CA,FC-East-01
ORD-000382,CUST-000369,2025-05-31 05:03:00,Delivered,Credit Card,CO,FC-North-05
ORD-000383,CUST-000351,2025-09-30 13:09:00,Processing,Buy Now Pay Later,NY,FC-West-02
ORD-000384,CUST-000123,2024-10-04 12:31:00,Delivered,Apple Pay,TX,FC-North-05
ORD-000385,CUST-000389,2026-04-05 22:50:00,Processing,Credit Card,CO,FC-South-04
ORD-000386,CUST-000396,2024-11-08 20:41:00,Delivered,Buy Now Pay Later,NY,FC-Central-03
ORD-000387,CUST-000124,2024-05-30 02:07:00,Delivered,Buy Now Pay Later,FL,FC-North-05
ORD-000388,CUST-000024,2025-09-23 18:36:00,Delivered,Buy Now Pay Later,MI,FC-Central-03
ORD-000389,CUST-000098,2026-04-24 18:11:00,Delivered,Buy Now Pay Later,CO,FC-South-04
ORD-000390,CUST-000450,2024-12-02 18:08:00,Delivered,Credit Card,CA,FC-Central-03
ORD-000391,CUST-000557,2024-08-08 12:52:00,Delivered,Credit Card,NC,FC-South-04
ORD-000392,CUST-000556,2026-04-13 16:31:00,Delivered,Credit Card,WA,FC-North-05
ORD-000394,CUST-000623,2026-01-12 05:00:00,Delivered,Direct Bank Transfer,PA,FC-South-04
ORD-000395,CUST-000127,2024-03-12 04:36:00,Delivered,PayPal,CA,FC-West-02
ORD-000396,CUST-000582,2024-10-20 01:05:00,Shipped,Credit Card,IL,FC-North-05
ORD-000398,CUST-000048,2025-07-16 09:42:00,Delivered,Direct Bank Transfer,TX,FC-South-04
ORD-000399,CUST-000597,2025-06-17 22:20:00,Processing,Direct Bank Transfer,WA,FC-Central-03
ORD-000400,CUST-000558,2025-07-07 06:44:00,Shipped,Credit Card,FL,FC-East-01
ORD-000401,CUST-000038,2024-08-11 04:19:00,Delivered,PayPal,WA,FC-West-02
ORD-000402,CUST-000572,2024-09-09 18:22:00,Shipped,Apple Pay,MI,FC-West-02
ORD-000403,CUST-000647,2025-04-08 02:35:00,Delivered,Apple Pay,OH,FC-Central-03
ORD-000404,CUST-000169,2025-03-16 14:05:00,Delivered,Apple Pay,MI,FC-South-04
ORD-000405,CUST-000148,2025-08-02 06:04:00,Shipped,Apple Pay,MI,FC-West-02
ORD-000406,CUST-000386,2025-08-31 21:41:00,Delivered,Direct Bank Transfer,TX,FC-North-05
ORD-000407,CUST-000435,2026-05-22 04:20:00,Shipped,Buy Now Pay Later,NY,FC-South-04
ORD-000408,CUST-000628,2024-10-11 02:17:00,Delivered,Credit Card,CA,FC-North-05
ORD-000409,CUST-000568,2025-03-23 02:21:00,Shipped,Credit Card,PA,FC-Central-03
ORD-000410,CUST-000283,2024-06-29 07:17:00,Delivered,Credit Card,OH,FC-East-01
ORD-000411,CUST-000230,2025-02-22 03:50:00,Delivered,Credit Card,NC,FC-West-02
ORD-000412,CUST-000317,2025-09-25 15:06:00,Delivered,Direct Bank Transfer,MI,FC-Central-03
ORD-000413,CUST-000592,2026-07-06 09:35:00,Delivered,Apple Pay,CA,FC-North-05
ORD-000414,CUST-000050,2024-07-24 10:48:00,Shipped,Buy Now Pay Later,PA,FC-West-02
ORD-000415,CUST-000551,2025-08-18 19:56:00,Delivered,Buy Now Pay Later,WA,FC-South-04
ORD-000416,CUST-000132,2024-10-23 00:43:00,Delivered,Direct Bank Transfer,CO,FC-West-02
ORD-000417,CUST-000131,2024-06-26 12:36:00,Delivered,Apple Pay,MI,FC-East-01
ORD-000418,CUST-000384,2026-01-25 07:43:00,Delivered,Direct Bank Transfer,MI,FC-South-04
ORD-000419,CUST-000474,2024-08-06 14:22:00,Shipped,Buy Now Pay Later,IL,FC-North-05
ORD-000420,CUST-000286,2025-04-14 16:45:00,Delivered,PayPal,CO,FC-Central-03
ORD-000421,CUST-000090,2024-12-09 13:49:00,Returned,Apple Pay,CO,FC-East-01
ORD-000422,CUST-000082,2024-04-19 23:15:00,Delivered,Credit Card,WA,FC-West-02
ORD-000423,CUST-000059,2024-04-27 23:18:00,Delivered,Direct Bank Transfer,NY,FC-South-04
ORD-000425,CUST-000534,2026-01-02 21:56:00,Delivered,Direct Bank Transfer,OH,FC-East-01
ORD-000426,CUST-000015,2025-10-24 06:58:00,Processing,Credit Card,MI,FC-South-04
ORD-000427,CUST-000554,2026-03-09 11:15:00,Returned,Direct Bank Transfer,NY,FC-North-05
ORD-000428,CUST-000631,2025-05-05 05:43:00,Processing,Direct Bank Transfer,TX,FC-West-02
ORD-000429,CUST-000077,2025-02-10 04:32:00,Delivered,Apple Pay,OH,FC-East-01
ORD-000430,CUST-000514,2025-02-23 05:23:00,Delivered,Credit Card,CO,FC-Central-03
ORD-000431,CUST-000258,2026-06-01 17:54:00,Delivered,Credit Card,IL,FC-Central-03
ORD-000432,CUST-000500,2024-11-27 08:13:00,Delivered,Credit Card,OH,FC-North-05
ORD-000433,CUST-000225,2024-12-09 20:32:00,Shipped,Credit Card,WA,FC-South-04
ORD-000434,CUST-000506,2024-03-30 11:00:00,Delivered,Direct Bank Transfer,PA,FC-South-04
ORD-000435,CUST-000309,2025-01-28 03:00:00,Delivered,Apple Pay,OH,FC-West-02
ORD-000436,CUST-000368,2024-02-10 03:27:00,Shipped,Buy Now Pay Later,CA,FC-West-02
ORD-000437,CUST-000548,2025-07-11 04:26:00,Delivered,Credit Card,NY,FC-South-04
ORD-000439,CUST-000388,2024-12-03 11:27:00,Delivered,PayPal,IL,FC-North-05
ORD-000440,CUST-000113,2025-04-25 21:53:00,Delivered,Buy Now Pay Later,TX,FC-West-02
ORD-000441,CUST-000367,2026-03-07 13:00:00,Delivered,Apple Pay,CA,FC-West-02
ORD-000442,CUST-000196,2024-11-18 01:08:00,Delivered,Buy Now Pay Later,MI,FC-South-04
ORD-000443,CUST-000344,2024-03-04 05:42:00,Delivered,PayPal,CO,FC-South-04
ORD-000444,CUST-000275,2024-06-01 13:31:00,Shipped,Direct Bank Transfer,CO,FC-South-04
ORD-000445,CUST-000132,2024-12-29 12:32:00,Shipped,Buy Now Pay Later,CA,FC-West-02
ORD-000446,CUST-000112,2026-04-22 00:08:00,Delivered,PayPal,NC,FC-Central-03
ORD-000447,CUST-000014,2026-03-27 21:15:00,Delivered,Credit Card,OH,FC-Central-03
ORD-000448,CUST-000621,2026-02-25 00:27:00,Delivered,Buy Now Pay Later,IL,FC-Central-03
ORD-000449,CUST-000504,2024-04-25 13:15:00,Delivered,Direct Bank Transfer,MI,FC-West-02
ORD-000450,CUST-000530,2024-08-10 07:17:00,Delivered,Credit Card,MI,FC-Central-03
ORD-000451,CUST-000256,2025-12-14 13:12:00,Delivered,Buy Now Pay Later,MI,FC-East-01
ORD-000452,CUST-000521,2025-10-18 05:12:00,Delivered,Direct Bank Transfer,FL,FC-West-02
ORD-000453,CUST-000125,2024-06-15 12:02:00,Delivered,Apple Pay,TX,FC-West-02
ORD-000454,CUST-000442,2024-02-19 19:12:00,Delivered,Credit Card,OH,FC-East-01
ORD-000455,CUST-000423,2025-07-22 09:44:00,Delivered,PayPal,PA,FC-West-02
ORD-000456,CUST-000442,2025-06-05 01:32:00,Processing,Buy Now Pay Later,IL,FC-East-01
ORD-000457,CUST-000114,2024-11-02 11:17:00,Delivered,Apple Pay,FL,FC-South-04
ORD-000458,CUST-000332,2024-03-20 05:02:00,Delivered,Credit Card,CO,FC-East-01
ORD-000459,CUST-000334,2024-09-05 09:30:00,Processing,Apple Pay,CA,FC-North-05
ORD-000460,CUST-000447,2024-08-08 08:31:00,Delivered,Apple Pay,IL,FC-Central-03
ORD-000461,CUST-000116,2024-05-10 21:00:00,Delivered,Direct Bank Transfer,PA,FC-West-02
ORD-000462,CUST-000374,2026-03-01 11:47:00,Cancelled,Direct Bank Transfer,WA,FC-North-05
ORD-000463,CUST-000385,2024-10-01 20:17:00,Delivered,PayPal,OH,FC-North-05
ORD-000465,CUST-000608,2025-12-02 06:12:00,Delivered,Buy Now Pay Later,CA,FC-East-01
ORD-000466,CUST-000566,2025-10-26 10:19:00,Delivered,Buy Now Pay Later,NC,FC-West-02
ORD-000467,CUST-000159,2024-03-16 04:12:00,Delivered,Buy Now Pay Later,MI,FC-North-05
ORD-000468,CUST-000261,2026-07-18 17:22:00,Delivered,Apple Pay,CO,FC-South-04
ORD-000470,CUST-000023,2024-07-20 19:17:00,Delivered,PayPal,NY,FC-Central-03
ORD-000471,CUST-000586,2024-04-03 22:12:00,Delivered,Buy Now Pay Later,CO,FC-South-04
ORD-000472,CUST-000552,2026-07-11 16:04:00,Delivered,PayPal,NC,FC-South-04
ORD-000473,CUST-000398,2025-08-29 12:25:00,Delivered,Direct Bank Transfer,FL,FC-Central-03
ORD-000474,CUST-000190,2024-02-04 05:36:00,Processing,PayPal,MI,FC-North-05
ORD-000475,CUST-000010,2026-07-20 16:29:00,Delivered,Direct Bank Transfer,IL,FC-North-05
ORD-000476,CUST-000314,2026-06-22 07:18:00,Delivered,Apple Pay,CA,FC-North-05
ORD-000478,CUST-000153,2024-11-11 04:17:00,Delivered,Credit Card,FL,FC-West-02
ORD-000479,CUST-000554,2024-05-29 00:41:00,Delivered,Apple Pay,PA,FC-North-05
ORD-000480,CUST-000337,2024-04-26 22:56:00,Delivered,Direct Bank Transfer,MI,FC-Central-03
ORD-000481,CUST-000138,2025-03-25 19:18:00,Delivered,Apple Pay,CO,FC-East-01
ORD-000482,CUST-000011,2026-05-24 11:14:00,Processing,Apple Pay,IL,FC-West-02
ORD-000483,CUST-000017,2025-08-04 21:55:00,Cancelled,Direct Bank Transfer,MI,FC-East-01
ORD-000485,CUST-000458,2024-09-13 10:17:00,Delivered,PayPal,CO,FC-North-05
ORD-000486,CUST-000409,2024-07-09 14:14:00,Delivered,Buy Now Pay Later,TX,FC-Central-03
ORD-000487,CUST-000496,2024-05-06 15:11:00,Delivered,Buy Now Pay Later,TX,FC-West-02
ORD-000488,CUST-000195,2025-09-06 15:46:00,Delivered,PayPal,NY,FC-Central-03
ORD-000489,CUST-000321,2024-07-16 05:52:00,Processing,Buy Now Pay Later,FL,FC-North-05
ORD-000490,CUST-000072,2024-06-26 02:27:00,Shipped,PayPal,CO,FC-South-04
ORD-000491,CUST-000417,2024-05-13 23:33:00,Shipped,PayPal,WA,FC-East-01
ORD-000492,CUST-000104,2025-02-21 12:01:00,Delivered,Credit Card,CO,FC-East-01
ORD-000493,CUST-000045,2024-06-15 07:49:00,Returned,Credit Card,TX,FC-Central-03
ORD-000494,CUST-000624,2024-02-14 00:50:00,Delivered,Credit Card,MI,FC-North-05
ORD-000495,CUST-000351,2026-06-23 22:05:00,Delivered,PayPal,GA,FC-West-02
ORD-000496,CUST-000583,2025-04-30 05:19:00,Delivered,Apple Pay,TX,FC-South-04
ORD-000498,CUST-000022,2026-05-25 01:06:00,Delivered,Direct Bank Transfer,CA,FC-Central-03
ORD-000499,CUST-000530,2026-06-06 13:09:00,Shipped,Credit Card,NY,FC-West-02
ORD-000500,CUST-000235,2025-04-13 12:09:00,Delivered,Apple Pay,FL,FC-Central-03
ORD-000501,CUST-000398,2026-01-04 22:52:00,Returned,Credit Card,TX,FC-South-04
ORD-000502,CUST-000114,2024-09-17 03:18:00,Delivered,Apple Pay,WA,FC-East-01
ORD-000503,CUST-000346,2024-06-01 11:59:00,Delivered,Credit Card,WA,FC-East-01
ORD-000504,CUST-000156,2024-08-01 13:33:00,Returned,Apple Pay,TX,FC-North-05
ORD-000505,CUST-000441,2024-07-03 21:43:00,Delivered,Apple Pay,IL,FC-North-05
ORD-000506,CUST-000361,2026-07-16 03:17:00,Delivered,Buy Now Pay Later,IL,FC-Central-03
ORD-000507,CUST-000079,2026-04-18 00:55:00,Delivered,PayPal,PA,FC-West-02
ORD-000509,CUST-000598,2025-04-13 23:17:00,Delivered,PayPal,PA,FC-East-01
ORD-000510,CUST-000132,2024-08-05 12:22:00,Delivered,Apple Pay,OH,FC-South-04
ORD-000511,CUST-000498,2026-01-11 13:38:00,Delivered,Apple Pay,CO,FC-West-02
ORD-000512,CUST-000254,2025-02-27 13:35:00,Processing,Buy Now Pay Later,NC,FC-North-05
ORD-000513,CUST-000511,2025-07-30 17:52:00,Delivered,PayPal,CA,FC-South-04
ORD-000514,CUST-000601,2026-02-02 13:33:00,Delivered,Direct Bank Transfer,MI,FC-West-02
ORD-000515,CUST-000090,2024-09-28 11:00:00,Delivered,PayPal,PA,FC-East-01
ORD-000516,CUST-000578,2025-05-31 04:58:00,Delivered,Credit Card,PA,FC-East-01
ORD-000517,CUST-000374,2026-06-19 04:18:00,Delivered,Buy Now Pay Later,NC,FC-West-02
ORD-000518,CUST-000437,2024-10-06 06:52:00,Cancelled,PayPal,MI,FC-East-01
ORD-000519,CUST-000143,2024-05-31 22:45:00,Cancelled,PayPal,MI,FC-South-04
ORD-000520,CUST-000027,2026-01-13 13:23:00,Delivered,Credit Card,CO,FC-East-01
ORD-000521,CUST-000602,2024-04-16 15:53:00,Delivered,Direct Bank Transfer,NY,FC-West-02
ORD-000522,CUST-000152,2025-02-09 04:05:00,Delivered,PayPal,NY,FC-East-01
ORD-000523,CUST-000589,2026-06-01 13:09:00,Delivered,PayPal,MI,FC-South-04
ORD-000524,CUST-000145,2026-03-08 16:44:00,Delivered,Apple Pay,OH,FC-South-04
ORD-000525,CUST-000350,2025-04-30 20:44:00,Delivered,Credit Card,CA,FC-Central-03
ORD-000526,CUST-000161,2024-04-02 20:02:00,Delivered,Direct Bank Transfer,NC,FC-West-02
ORD-000527,CUST-000166,2024-02-12 12:53:00,Delivered,Buy Now Pay Later,NC,FC-South-04
ORD-000528,CUST-000267,2025-09-08 16:19:00,Delivered,PayPal,TX,FC-South-04
ORD-000529,CUST-000282,2024-05-05 16:24:00,Delivered,PayPal,OH,FC-West-02
ORD-000530,CUST-000643,2024-03-29 07:25:00,Delivered,PayPal,WA,FC-North-05
ORD-000531,CUST-000080,2026-05-17 22:29:00,Delivered,Buy Now Pay Later,CO,FC-Central-03
ORD-000532,CUST-000420,2026-05-28 12:10:00,Shipped,Credit Card,CO,FC-Central-03
ORD-000534,CUST-000627,2026-04-08 10:01:00,Delivered,PayPal,TX,FC-Central-03
ORD-000535,CUST-000561,2024-05-20 02:13:00,Delivered,Direct Bank Transfer,IL,FC-East-01
ORD-000536,CUST-000194,2025-08-18 06:40:00,Shipped,Credit Card,IL,FC-West-02
ORD-000537,CUST-000088,2025-09-06 18:02:00,Delivered,Direct Bank Transfer,NY,FC-South-04
ORD-000538,CUST-000050,2024-12-19 02:19:00,Shipped,Credit Card,IL,FC-Central-03
ORD-000539,CUST-000412,2025-06-27 06:20:00,Cancelled,Buy Now Pay Later,TX,FC-Central-03
ORD-000540,CUST-000101,2025-01-05 13:57:00,Delivered,Direct Bank Transfer,NC,FC-East-01
ORD-000541,CUST-000155,2024-02-25 18:50:00,Delivered,Buy Now Pay Later,WA,FC-South-04
ORD-000542,CUST-000039,2024-11-24 05:09:00,Delivered,Buy Now Pay Later,CO,FC-East-01
ORD-000543,CUST-000097,2026-02-05 07:56:00,Cancelled,PayPal,MI,FC-West-02
ORD-000544,CUST-000166,2025-06-28 16:46:00,Delivered,Direct Bank Transfer,PA,FC-North-05
ORD-000545,CUST-000464,2026-04-15 04:21:00,Cancelled,Apple Pay,WA,FC-Central-03
ORD-000546,CUST-000447,2024-03-12 22:49:00,Delivered,Buy Now Pay Later,FL,FC-West-02
ORD-000547,CUST-000635,2025-10-14 02:09:00,Delivered,Direct Bank Transfer,CA,FC-South-04
ORD-000548,CUST-000016,2024-06-26 09:35:00,Delivered,Credit Card,CA,FC-South-04
ORD-000549,CUST-000471,2024-12-18 05:59:00,Delivered,Apple Pay,CA,FC-West-02
ORD-000550,CUST-000290,2025-09-13 11:22:00,Delivered,Credit Card,TX,FC-East-01
ORD-000551,CUST-000477,2024-10-22 15:16:00,Delivered,Buy Now Pay Later,CA,FC-West-02
ORD-000552,CUST-000589,2025-06-14 01:23:00,Shipped,Apple Pay,OH,FC-South-04
ORD-000553,CUST-000644,2025-12-28 04:28:00,Processing,Apple Pay,WA,FC-North-05
ORD-000554,CUST-000325,2025-02-17 02:43:00,Delivered,Buy Now Pay Later,GA,FC-North-05
ORD-000555,CUST-000272,2026-07-18 21:02:00,Delivered,Direct Bank Transfer,MI,FC-East-01
ORD-000556,CUST-000253,2026-01-17 17:00:00,Delivered,PayPal,IL,FC-East-01
ORD-000557,CUST-000389,2024-07-12 18:25:00,Shipped,Credit Card,OH,FC-West-02
ORD-000558,CUST-000479,2025-12-17 02:22:00,Delivered,Buy Now Pay Later,CO,FC-South-04
ORD-000559,CUST-000554,2026-05-18 14:06:00,Processing,Credit Card,MI,FC-West-02
ORD-000560,CUST-000112,2025-03-13 13:12:00,Delivered,Buy Now Pay Later,CA,FC-Central-03
ORD-000561,CUST-000328,2025-01-16 19:31:00,Delivered,PayPal,CA,FC-South-04
ORD-000562,CUST-000289,2025-05-11 01:34:00,Delivered,PayPal,TX,FC-South-04
ORD-000563,CUST-000221,2024-12-24 18:02:00,Delivered,Direct Bank Transfer,NY,FC-South-04
ORD-000564,CUST-000375,2026-04-19 13:30:00,Shipped,PayPal,FL,FC-East-01
ORD-000565,CUST-000024,2026-03-18 21:27:00,Delivered,Apple Pay,CO,FC-Central-03
ORD-000566,CUST-000182,2024-04-26 04:04:00,Delivered,Apple Pay,CA,FC-South-04
ORD-000567,CUST-000309,2026-07-14 22:28:00,Returned,Buy Now Pay Later,FL,FC-North-05
ORD-000568,CUST-000268,2024-08-07 01:05:00,Returned,Buy Now Pay Later,IL,FC-Central-03
ORD-000569,CUST-000170,2024-08-22 11:26:00,Processing,Buy Now Pay Later,NC,FC-South-04
ORD-000570,CUST-000166,2026-01-14 13:22:00,Delivered,Direct Bank Transfer,NY,FC-South-04
ORD-000571,CUST-000581,2026-04-12 19:12:00,Delivered,Credit Card,WA,FC-North-05
ORD-000573,CUST-000475,2024-07-01 15:55:00,Delivered,Apple Pay,CO,FC-East-01
ORD-000574,CUST-000422,2024-10-27 16:46:00,Delivered,Credit Card,TX,FC-South-04
ORD-000575,CUST-000466,2025-11-16 18:06:00,Shipped,Credit Card,MI,FC-West-02
ORD-000576,CUST-000194,2025-04-06 22:34:00,Delivered,PayPal,OH,FC-North-05
ORD-000577,CUST-000224,2025-01-22 06:12:00,Delivered,Direct Bank Transfer,PA,FC-East-01
ORD-000579,CUST-000518,2025-11-26 14:26:00,Delivered,Buy Now Pay Later,PA,FC-Central-03
ORD-000580,CUST-000562,2025-04-12 16:48:00,Delivered,Apple Pay,TX,FC-East-01
ORD-000581,CUST-000475,2025-04-14 11:11:00,Delivered,Direct Bank Transfer,TX,FC-North-05
ORD-000582,CUST-000562,2025-04-22 12:18:00,Delivered,Buy Now Pay Later,MI,FC-Central-03
ORD-000584,CUST-000017,2025-10-24 13:06:00,Shipped,Buy Now Pay Later,NC,FC-North-05
ORD-000585,CUST-000104,2025-11-10 14:32:00,Shipped,Direct Bank Transfer,CO,FC-East-01
ORD-000586,CUST-000300,2026-06-22 13:13:00,Delivered,PayPal,NC,FC-South-04
ORD-000587,CUST-000395,2024-05-28 06:54:00,Delivered,Buy Now Pay Later,PA,FC-East-01
ORD-000588,CUST-000481,2025-03-29 20:45:00,Processing,Buy Now Pay Later,PA,FC-East-01
ORD-000589,CUST-000232,2025-07-04 09:17:00,Delivered,Apple Pay,OH,FC-Central-03
ORD-000591,CUST-000388,2026-06-10 16:52:00,Delivered,Direct Bank Transfer,PA,FC-Central-03
ORD-000592,CUST-000176,2025-09-08 13:15:00,Delivered,Direct Bank Transfer,FL,FC-South-04
ORD-000593,CUST-000641,2025-11-21 12:53:00,Delivered,Credit Card,OH,FC-North-05
ORD-000594,CUST-000133,2025-11-13 12:46:00,Delivered,PayPal,PA,FC-South-04
ORD-000596,CUST-000123,2025-11-08 18:50:00,Delivered,Buy Now Pay Later,NC,FC-Central-03
ORD-000597,CUST-000164,2024-12-27 06:05:00,Delivered,Credit Card,OH,FC-East-01
ORD-000598,CUST-000012,2025-11-05 18:09:00,Delivered,Credit Card,MI,FC-North-05
ORD-000599,CUST-000563,2024-04-21 18:24:00,Delivered,Credit Card,GA,FC-West-02
ORD-000600,CUST-000371,2024-08-10 07:41:00,Delivered,PayPal,FL,FC-Central-03
ORD-000602,CUST-000053,2024-11-08 02:59:00,Delivered,PayPal,CO,FC-East-01
ORD-000603,CUST-000600,2026-07-07 03:07:00,Delivered,Buy Now Pay Later,CA,FC-North-05
ORD-000604,CUST-000111,2024-06-25 09:16:00,Delivered,PayPal,CA,FC-East-01
ORD-000605,CUST-000513,2026-06-14 11:58:00,Cancelled,PayPal,CA,FC-South-04
ORD-000606,CUST-000509,2026-04-25 00:26:00,Delivered,Credit Card,CO,FC-South-04
ORD-000607,CUST-000079,2024-09-03 21:26:00,Shipped,Buy Now Pay Later,CO,FC-Central-03
ORD-000608,CUST-000467,2026-05-08 05:11:00,Returned,Apple Pay,TX,FC-East-01
